authors,first_name,last_name,title,description,rating,review_date,review,status,began_date,completed_date,tags,notes,groups,copies,created,publisher,publish_date,pages,price,isbn10,isbn13
"Philip Pettit",Philip,Pettit,"Republicanism: A Theory of Freedom and Government [Oxford Political Theory Series]","This is the first full-length presentation of a republican alternative to the liberal and communitarian theories that have dominated political philosophy in recent years. The latest addition to the acclaimed Oxford Political Theory series, Pettit's eloquent and compelling account opens with an examination of the traditional republican conception of freedom as non-domination, contrasting this with established negative and positive views of liberty. The first part of the book traces the rise and decline of this conception, displays its many attractions, and makes a case for why it should still be regarded as a central political ideal. The second part of the book looks at what the implementation of the ideal would require with regard to substantive policy-making, constitutional and democratic design, regulatory control and the relation between state and civil society. Prominent in this account is a novel concept of democracy, under which government is exposed to systematic contestation, and a vision of state-societal relations founded upon civility and trust. Pettit's powerful and insightful new work offers not only a unified, theoretical overview of the many strands of republican ideas, but also a new and sophisticated perspective on studies in related fields including the history of ideas, jurisprudence, and criminology.",,,,,,,,,,1,2015-08-22,"Oxford University Press, USA",1999-09-30,328,,0198296428,9780198296423
"Patrick Deneen",Patrick,Deneen,"Democratic Faith (New Forum Books)","    The American political reformer Herbert Croly wrote, ""For better or worse, democracy cannot be disentangled from an aspiration toward human perfectibility."" Democratic Faith is at once a trenchant analysis and a powerful critique of this underlying assumption that informs democratic theory. Patrick Deneen argues that among democracy's most ardent supporters there is an oft-expressed belief in the need to ""transform"" human beings in order to reconcile the sometimes disappointing reality of human self-interest with the democratic ideal of selfless commitment. This ""transformative impulse"" is frequently couched in religious language, such as the need for political ""redemption."" This is all the more striking given the frequent accompanying condemnation of traditional religious belief that informs the ""democratic faith.""     At the same time, because so often this democratic ideal fails to materialize, democratic faith is often subject to a particularly intense form of disappointment. A mutually reinforcing cycle of faith and disillusionment is frequently exhibited by those who profess a democratic faith--in effect imperiling democratic commitments due to the cynicism of its most fervent erstwhile supporters.     Deneen argues that democracy is ill-served by such faith. Instead, he proposes a form of ""democratic realism"" that recognizes democracy not as a regime with aspirations to perfection, but that justifies democracy as the regime most appropriate for imperfect humans. If democratic faith aspires to transformation, democratic realism insists on the central importance of humility, hope, and charity.",,,,,,,,,,1,2015-08-22,"Princeton University Press",2005-07-25,392,,069111871X,9780691118710
,,,"Meaning and Context","    Quentin Skinner is one of the leading thinkers in the social sciences and humanities today. Since the publication of his first important articles some two decades ago, debate has continued to develop over his distinctive contributions to contemporary political philosophy, the history of political theory, the philosophy of social science, and the discussion of interpretation and hermeneutics across the humanities and social sciences. Nevertheless, his most valuable essays and the best critical articles concerning his work have been scattered in various journals and difficult to obtain. Meaning and Context includes five of the most widely discussed articles by Skinner, which present his approach to the study of political thought and the interpretation of texts. Following these are seven articles by his critics, five of these drawn from earlier publications and two, by John Keane and Charles Taylor, written especially for this volume. Finally, there appears a fifty-seven page reply by Skinner--a major new statement in which he defends and reformulates his method and lays out new lines of research. The editorial introduction provides a systematic overview of the evolution of Skinner's work and of the main reactions to it.    Besides James Tully, John Keane, and Charles Taylor, the contributors include Joseph V. Femia, Keith Graham, Martin Hollis, Kenneth Minogue, and Nathan Tarcov.",,,,,,,,,,1,2015-08-22,"Princeton University Press",1989-01-01,370,,0691023018,9780691023014
"Catherine H. Zuckert,Michael P. Zuckert",Catherine,Zuckert,"Truth about Leo Strauss: Political Philosophy and American Democracy, The","Is  Leo Strauss truly an intellectual forebear of neoconservatism and a powerful force in shaping Bush administration foreign policy? The Truth about Leo Strauss puts this question to rest, revealing for the first time how the popular media came to perpetuate such an oversimplified view of such a complex and wide-ranging philosopher. More important, it corrects our perception of Strauss, providing the best general introduction available to the political thought of this misunderstood figure. Catherine and Michael Zuckert—both former students of Strauss—guide readers here to a nuanced understanding of how Strauss’s political thought fits into his broader philosophy. Challenging the ideas that Strauss was an inflexible conservative who followed in the footsteps of Nietzsche, Heidegger, and Carl Schmitt, the Zuckerts contend that Strauss’s signature idea was the need for a return to the ancients. This idea, they show, stemmed from Strauss’s belief that modern thought, with its relativism and nihilism, undermines healthy politics and even the possibility of real philosophy. Identifying this view as one of Strauss’s three core propositions—America is modern, modernity is bad, and America is good—they conclude that Strauss was a sober defender of liberal democracy, aware of both its strengths and its weaknesses. The Zuckerts finish, appropriately, by examining the varied work of Strauss’s numerous students and followers, revealing the origins—rooted in the tensions within his own thought—oftheir split into opposing camps. Balanced and accessible, The Truth about Leo Strauss is a must-read for anyone who wants to more fully comprehend this enigmatic philosopher and his much-disputed legacy.",,,,,,,,,,1,2015-08-22,"University Of Chicago Press",2006-09-25,320,,0226993329,9780226993324
"Jean-Jacques Rousseau",Jean-Jacques,Rousseau,"Rousseau: 'The Discourses' and Other Early Political Writings (Cambridge Texts in the History of Political Thought) (v. 1)","The work of Jean-Jacques Rousseau is presented in two volumes, which together form the most comprehensive anthology of Rousseau's political writings in English. Volume I contains the earlier writings such as the First and Second Discourses. The American and French Revolutions were profoundly affected by Rousseau's writing, thus illustrating the scope of his influence.  Volume II contains the later writings such as the Social Contract. The Social Contract was publicly condemned on publication causing Rousseau to flee. In exile he wrote both autobiographical and political works. These volumes contain comprehensive introductions, chronologies, and guides to further reading, and will enable students to fully understand the writings of one of the world's greatest thinkers.",,,,,,,,,,1,2015-08-22,"Cambridge University Press",1997-07-13,485,,0521424453,9780521424455
"Ernest Gellner",Ernest,Gellner,"Nations and Nationalism, Second Edition (New Perspectives on the Past)","From reviews of the first edition: ""Brilliant, provocative . . . a great book.""—New Statesman ""An important book . . . It is a new starting line from which all subsequent discussions of nationalism will have to begin.""—New Society ""A better explanation than anyone has yet offered of why nationalism is such a prominent principle of political legitimacy today. This is a terse and forceful work . . . the product of great intellectual energy and an impressive range of knowledge.""—Times Literary Supplement ""Periodically, an important book emerges that makes us, through the uniqueness of its theory, perceive history as we have not seen it before. Ernest Gellner has written such a volume. Students of nationalism will have to come to grips with his interpretation of the causes for the emergence of nationalism, since he has declared that most of the previous explanations are largely mythical.""—American Historical Review First published in 1983, Nations and Nationalism remains one of the most influential explanations of the emergence of nationalism ever written. This updated edition of Ernest Gellner's now-canonical work includes a new introductory essay from John Breuilly, tracing the way the field has evolved over the past two decades, and a bibliography of important work on nationalism since 1983.",,,,Completed,,,,,,1,2015-08-22,"Cornell University Press",2009-02-10,208,,97808014750,9780801475009
"Benedict Anderson",Benedict,Anderson,"Imagined Communities: Reflections on the Origin and Spread of Nationalism (New Edition)","The definitive, bestselling book on the origins of nationalism, and the processes that have shaped it.Imagined Communities, Benedict Anderson’s brilliant book on nationalism, forged a new field of study when it first appeared in 1983. Since then it has sold over a quarter of a million copies and is widely considered the most important book on the subject. In this greatly anticipated revised edition, Anderson updates and elaborates on the core question: what makes people live and die for nations, as well as hate and kill in their name? Anderson examines the creation and global spread of the ‘imagined communities’ of nationality, and explores the processes that created these communities: the territorialization of religious faiths, the decline of antique kinship, the interaction between capitalism and print, the development of secular languages-of-state, and changing conceptions of time and space. He shows how an originary nationalism born in the Americas was adopted by popular movements in Europe, by imperialist powers, and by the movements of anti-imperialist resistance in Asia and Africa.In a new afterword, Anderson examines the extraordinary influence of Imagined Communities, and the book's international publication and reception, from the end of the Cold War era to the present day.",,,,Completed,,,,,,1,2015-08-22,Verso,2006-11-17,240,,1844670864,9781844670864
"John Stuart Mill",John,Mill,"J. S. Mill: 'On Liberty' and Other Writings (Cambridge Texts in the History of Political Thought)","John Stuart Mill is one of the few indisputably classic authors in the history of political thought.  On Liberty, first published in 1851, has become celebrated as  the most powerful defense of the freedom of the individual and it is now widely regarded as the most important theoretical foundation for Liberalism as a political creed. Similarly, his The Subjection of Women, a powerful indictment of the political, social, and economic position of women, has become one of the cardinal documents of modern feminism.  This edition brings together these two classic texts, plus Mill's posthumous Chapters on Socialism, his somewhat neglected examination of the strengths and weaknesses of various forms of Socialism.  The Editor's substantial Introduction places these three works in the context both of Mill's life and of nineteenth-century intellectual and political history, and assesses their continuing relevance.",,,,,,,,,,1,2015-08-22,"Cambridge University Press",1989-08-25,328,,0521379172,9780521379175
"John Locke",John,Locke,"Two Treatises of Government and A Letter Concerning Toleration","Two of Locke's most mature and influential political writings and three brilliant interpretive essays have been combined here in one volume. Among the most influential writings in the history of Western political thought, John Locke's ""Two Treatises of Government"" and ""A Letter Concerning Toleration"" remain vital to political debates more than three centuries after they were written. The complete texts are accompanied by interpretive essays by three prominent Locke scholars. Ian Shapiro's introduction places Locke's political writings in historical and biographical context. John Dunn explores both the intellectual context in which Locke wrote the ""Two Treatises of Government"" and ""A Letter Concerning Toleration"" and the major interpretive controversies surrounding their meaning. Ruth Grant offers a comprehensive discussion of Locke's views on women and the family, and Shapiro contributes an essay on the democratic elements of Locke's political theory. Taken together, the texts and essays in this volume offer insights into the history of ideas and the enduring influence of Locke's political thought.",,,,,,,,,,1,2015-08-22,"Yale University Press",2003-12-01,384,,0300100183,9780300100181
"Leo Strauss",Leo,Strauss,"Political Philosophy of Hobbes: Its Basis and Its Genesis (Phoenix Books), The","In this classic analysis, Leo Strauss pinpoints what is original and innovative in the political philosophy of Thomas Hobbes. He argues that Hobbes's ideas arose not from tradition or science but from his own deep knowledge and experience of human nature. Tracing the development of Hobbes's moral doctrine from his early writings to his major work The Leviathan, Strauss explains contradictions in the body of Hobbes's work and discovers startling connections between Hobbes and the thought of Plato, Thucydides, Aristotle, Descartes, Spinoza, and Hegel.",,,,,,,,,,1,2015-08-22,"University Of Chicago Press",1996-04-15,190,,0226776964,9780226776965
"Steven Grosby",Steven,Grosby,"Nationalism: A Very Short Introduction","Throughout history, humanity has borne witness to the political and moral challenges that arise when people place national identity above allegiance to geo-political states or international communities. This book discusses the concept of nations and nationalism from social, philosophical, geological, theological, and anthropological perspectives. It examines nationalist conflicts past and present, including recent struggles in the Balkans and the Middle East. Above all, this fascinating and comprehensive work clearly shows how feelings of nationalism are an inescapable part of being human.",,,,,,,,,,1,2015-08-22,"Oxford University Press",2005-11-03,160,,0192840983,9780192840981
"Elie Kedourie",Elie,Kedourie,Nationalism,"This edition of Elie Kedourie's Nationalism brings back into print one of the classic texts of our times. With great elegance and lucidity, the author traces the philosophical foundations of the nationalist doctrine, the conditions which gave rise to it, and the political consequences of its spread in Europe and elsewhere over the past two centuries. As Isaiah Berlin wrote of the original edition, ""Kedourie's account of these ideas and their effect is exemplary: clear, learned and just.""In a new introduction the author reflects upon the origins of the book and the relationship of his argument to contemporary nationalist conflicts.",,,,,,,,,,1,2015-08-22,Wiley-Blackwell,1993-09-28,176,,0631188851,9780631188858
"Larry Arnhart",Larry,Arnhart,"Darwinian Conservatism (Societas)","The Left has traditionally assumed that human nature is so malleable, so perfectible, that it can be shaped in almost any direction. Conservatives object, arguing that social order arises not from rational planning but from the spontaneous order of instincts and habits. Darwinian biology sustains conservative social thought by showing how the human capacity for spontaneous order arises from social instincts and a moral sense shaped by natural selection in human evolutionary history.",,,,,,,,,,1,2015-08-22,"Imprint Academic",2005-08-01,156,,0907845991,9780907845997
"John Locke",John,Locke,"Second Treatise of Government","This essential volume features John Locke's hand-corrected text with an outstanding introduction to Locke's life and role in intellectual history, his principal works, and their purpose. Written by the editor, Richard Cox, the introduction also outlines the course of both treatises of government and analyzes the problems of interpretation. Also included are a list of the principal dates in the life of John Locke as well as a selected bibliography.",,,,,,,,,,1,2015-08-22,Wiley-Blackwell,1982-01-15,200,,0882951254,9780882951256
"Leo Strauss",Leo,Strauss,"Natural Right and History (Walgreen Foundation Lectures)","In this classic work, Leo Strauss examines the problem of natural right and argues that there is a firm foundation in reality for the distinction between right and wrong in ethics and politics. On the centenary of Strauss's birth, and the fiftieth anniversary of the Walgreen Lectures which spawned the work, Natural Right and History remains as controversial and essential as ever.""Strauss . . . makes a significant contribution towards an understanding of the intellectual crisis in which we find ourselves . . . [and] brings to his task an admirable scholarship and a brilliant, incisive mind.""—John H. Hallowell, American Political Science ReviewLeo Strauss (1899-1973) was the Robert Maynard Hutchins Distinguished Service Professor Emeritus in Political Science at the University of Chicago.",,,,,,,,,,1,2015-08-22,"University of Chicago Press",1999-10-15,336,,0226776948,9780226776941
"Jeremy Bentham",Jeremy,Bentham,"Classical Utilitarians: Bentham and Mill, The","This volume includes the complete texts of two of John Stuart MillÂ’s most important works, Utilitarianism and On Liberty, and selections from his other writings, including the complete text of his ""Remarks on BenthamÂ’s Philosophy."" The selection from MillÂ’s ""A System of Logic"" is of special relevance to the debate between those who read Mill as an Act-Utilitarian and those who interpret him as a Rule-Utilitarian. Also included are selections from the writings of Jeremy Bentham, founder of modern Utilitarianism and mentor (together with James Mill) of John Stuart Mill. BenthamÂ’s Principles of Morals and Legislation had important effects on political and legal reform in his own time and continues to provide insights for political theorists and philosophers of law. Seven chapters of BenthamÂ’s Principles are here in their entirety, together with a number of shorter selections, including one in which Bentham repudiates the slogan often used to characterize his philosophy: ""The Greatest Happiness of the Greatest Number."" John TroyerÂ’s Introduction presents the central themes and arguments of Bentham and Mill and assesses their relevance to current discussions of Utilitarianism. The volume also provides indexes, a glossary, and notes.",,,,,,,,,,1,2015-08-22,"Hackett Pub Co",2003-03-01,320,,0872206491,9780872206496
"Rene Descartes",Rene,Descartes,"Descartes: Discourse on Method (Focus Philosophical Library)","This Focus Philosophical Library edition includes a new translation of Descartes' seminal discourse, with an original essay by Richard Kennington. This text is designed to provide the student with a close translation, notes, and a glossary of key terms, facilitating access to ideas as they originally were presented and helping to make the translator's work transparent.",,,,,,,,,,1,2015-08-22,"Focus Publishing / R. Pullins Co.",2007-04-17,98,,1585102598,9781585102594
"Thomas L. Pangle",Thomas,Pangle,"Leo Strauss: An Introduction to His Thought and Intellectual Legacy (The Johns Hopkins Series in Constitutional Thought)","Leo Strauss's controversial writings have long exercised a profound subterranean cultural influence. Now their impact is emerging into broad daylight, where they have been met with a flurry of poorly informed, often wildly speculative, and sometimes rather paranoid pronouncements.This book, written as a corrective, is the first accurate, non-polemical, comprehensive guide to Strauss's mature political philosophy and its intellectual influence. Thomas L. Pangle opens a pathway into Strauss's major works with one question: How does Strauss's philosophic thinking contribute to our democracy's civic renewal and to our culture's deepening, critical self-understanding?This book includes a synoptic critical survey of writings from scholars who have extended Strauss's influence into the more practical, sub-philosophic fields of social and political science and commentary. Pangle shows how these analysts have in effect imported Straussian impulses into a ""new"" kind of political and social science.",,,,,,,,,,1,2015-08-22,"Johns Hopkins University Press",2006-07-28,200,,0801884403,9780801884405
"Michel Foucault",Michel,Foucault,"Discipline & Punish: The Birth of the Prison","In this brilliant work, the most influential philosopher since Sartre suggests that such vaunted reforms as the abolition of torture and the emergence of the modern penitentiary have merely shifted the focus of punishment from the prisoner's body to his soul.",,,,,,,,,,1,2015-08-22,Vintage,1995-04-25,352,,0679752552,9780679752554
"Saint Augustine",Saint,Augustine,"City of God [The Modern Library], The","One of the great cornerstones in the history of Christian philosophy, The City of God provides an insightful interpretation of the development of modern Western society and the origin of most Western thought. Contrasting earthly and heavenly cities--representing the omnipresent struggle between good and evil--Augustine explores human history in its relation to all eternity. In Thomas Merton's words, ""The City of God is the autobiography of the Church written by the most Catholic of her great saints.""This Modern Library Paperback Classics edition is a complete and unabridged version of the Marcus Dods translation.From the Trade Paperback edition.",,,,,,,,,,1,2015-08-22,"The Modern Library",1994-02-01,912,,0679600876,9780679600879
"Peter Brown",Peter,Brown,"Augustine of Hippo: A Biography, Revised Edition with a New Epilogue","This classic biography was first published thirty years ago and has since established itself as the standard account of Saint Augustine's life and teaching. The remarkable discovery recently of a considerable number of letters and sermons by Augustine has thrown fresh light on the first and last decades of his experience as a bishop. These circumstantial texts have led Peter Brown to reconsider some of his judgments on Augustine, both as the author of the Confessions and as the elderly bishop preaching and writing in the last years of Roman rule in north Africa. Brown's reflections on the significance of these exciting new documents are contained in two chapters of a substantial Epilogue to his biography (the text of which is unaltered). He also reviews the changes in scholarship about Augustine since the 1960s. A personal as well as a scholarly fascination infuse the book-length epilogue and notes that Brown has added to his acclaimed portrait of the bishop of Hippo.",,,,,,,,,,1,2015-08-22,"University of California Press",2000-11-30,576,,0520228359,9780520228351
"Alain de Botton",Alain,Botton,"Status Anxiety. Alain de Botton","In Status Anxiety, bestselling author Alain de Botton sets out to understand our universal fear of failure - and how we might change. We all worry about what others think of us. We all long to succeed and fear failure. We all suffer - to a greater or lesser degree, usually privately and with embarrassment - from status anxiety. For the first time, Alain de Botton gives a name to this universal condition and sets out to investigate both its origins and possible solutions. He looks at history, philosophy, economics, art and politics - and reveals the many ingenious ways that great minds have overcome their worries. The result is a book that is not only entertaining and thought-provoking - but genuinely wise and helpful as well. ""Clever, wise. De Botton's gift is to prompt us to think about how we live and how we might change things"". (The Times). ""De Botton analyses modern society with great charm, learning and humour. His remedies come as a welcome relief when most books offering solutions to the stresses of life recommend the lotus position"". (Daily Mail). ""Measured, amused, compassionate ...de Botton is a surefooted discoverer of the pungent but less well known quote"". (Daily Telegraph). ""A purveyor of serious buy playful manuals for living"". (GQ). ""Turned me into a fan, for its range, insight, wit and sheer usefulness"". (Daily Express). Alain de Botton's bestselling books include Essays in Love; The Romantic Movement; Kiss and Tell; Status Anxiety; How Proust Can Change Your Life; The Pleasures and Sorrows of Work; The Art of Travel; The Architecture of Happiness and Religion for Atheists. He lives in London and founded The School of Life and Living Architecture.",,,,,,,,,,1,2015-08-22,"Penguin Books",2005-01-13,320,,0141014865,9780141014869
"Jonathan I. Israel",Jonathan,Israel,"Enlightenment Contested: Philosophy, Modernity, and the Emancipation of Man 1670-1752","Jonathan Israel presents the first major reassessment of the Western Enlightenment for a generation. Continuing the story he began in the best-selling Radical Enlightenment , and now focusing his attention on the first half of the eighteenth century, he returns to the original sources to offer a groundbreaking new perspective on the nature and development of the most important currents in modern thought. Israel traces many of the core principles of Western modernity to their roots in the social, political, and philosophical ferment of this period: the primacy of reason, democracy, racial equality, feminism, religious toleration, sexual emancipation, and freedom of expression. He emphasizes the dual character of the Enlightenment, and the bitter struggle between on the one hand a generally dominant, anti-democratic mainstream, supporting the monarchy, aristocracy, and ecclesiastical authority, and on the other a largely repressed democratic, republican, and ""materialist"" radical fringe. He also contends that the supposedly separate French, British, German, Dutch, and Italian enlightenments interacted to such a degree that their study in isolation gives a hopelessly distorted picture.A work of dazzling and highly accessible scholarship, Enlightenment Contested will be the definitive reference point for historians, philosophers, and anyone engaged with this fascinating period of human development.",,,,,,,,,,1,2015-08-22,"Oxford University Press",2006-11-09,983,,0199279225,9780199279227
"Philip E. Tetlock",Philip,Tetlock,"Expert Political Judgment: How Good Is It? How Can We Know?","The intelligence failures surrounding the invasion of Iraq dramatically illustrate the necessity of developing standards for evaluating expert opinion. This book fills that need. Here, Philip E. Tetlock explores what constitutes good judgment in predicting future events, and looks at why experts are often wrong in their forecasts.  Tetlock first discusses arguments about whether the world is too complex for people to find the tools to understand political phenomena, let alone predict the future. He evaluates predictions from experts in different fields, comparing them to predictions by well-informed laity or those based on simple extrapolation from current trends. He goes on to analyze which styles of thinking are more successful in forecasting. Classifying thinking styles using Isaiah Berlin's prototypes of the fox and the hedgehog, Tetlock contends that the fox--the thinker who knows many little things, draws from an eclectic array of traditions, and is better able to improvise in response to changing events--is more successful in predicting the future than the hedgehog, who knows one big thing, toils devotedly within one tradition, and imposes formulaic solutions on ill-defined problems. He notes a perversely inverse relationship between the best scientific indicators of good judgement and the qualities that the media most prizes in pundits--the single-minded determination required to prevail in ideological combat.   Clearly written and impeccably researched, the book fills a huge void in the literature on evaluating expert opinion. It will appeal across many academic disciplines as well as to corporations seeking to develop standards for judging expert decision-making.",,,,Completed,,,,,,1,2015-08-22,"Princeton University Press",2006-08-20,352,,0691128715,9780691128719
"Martin Gilbert",Martin,Gilbert,"Churchill: A Life","Martin Gilbert's highly-acclaimed Churchill: A Life is a story of adventure. It follows Winston Churchill from his earliest days to his moments of triumph. Here, the drama and excitement of his story are ever-present, as are his tremendous qualities in peace and war, not least as an orator and as a man of vision. Gilbert gives us a vivid portrait, using Churchill's most personal letters and the recollections of his contemporaries, both friends and enemies, to go behind the scenes of some of the stormiest and most fascinating political events of our time, dominated by two world wars and culminating in the era of the Iron Curtain.",,,,,,,,,,1,2015-08-22,Pimlico,2000-06-27,768,,0712667253,9780712667258
"David Hazony",David,Hazony,"Ten Commandments: How Our Most Ancient Moral Text Can Renew Modern Life, The","ACROSS THE WESTERN WORLD, the Ten Commandments have become a source of inspiration and controversy, whether in court rulings, in film and literature, or as a religious icon gracing houses of worship of every denomination. But what do they really mean? According to polls, less than half of all Americans can even name more than four of them. For most of us, agnostics and faithful alike, they have been relegated to the level of a symbol, their teachings all but forgotten. In Western life today, the Ten Commandments are everywhere--except where we need them most. In The Ten Commandments, David Hazony offers a powerful new look at our most venerable moral text. Combining a fresh reading of the Bible's most riveting stories with a fearless exploration of what ails society today, Hazony shows that the Ten Commandments are not just a set of obscure laws but encapsulate a valuable, relevant approach to life. The Ten Commandments begins with a daring claim: Although they have become a universally recognizable symbol of biblically based religion, they are not, strictly speaking, a religious text. Rather than addressing faith or mystical realms, they contain a coherent prescription for how to make a better world. At their core stands what Hazony calls the ""spirit of redemption,"" which he describes as one of the two basic spiritual components of Western civilization. While the Greeks gave us the ""spirit of reason,"" teaching that we should be free to explore and express our views, the spirit of redemption teaches that every individual can, and should, act to improve the world. This spirit reached us from ancient Israel and has stood at the heart of the greatest social movements in our history. Going through the commandments one by one, Hazony shows how each represents a poignant declaration about honesty, the self, life, love, freedom, community, and inner peace. Each commandment adds another piece to the puzzle of how the redemptive spirit may help us become more caring, world-changing individuals.Part memoir, part scholarship, part manifesto for a vital approach to life, The Ten Commandments tackles some of the most painful human questions that stand at the heart of who we are as modern, thinking people--and offers answers that are sure to start a new discussion about the meaning of one of our most enduring, yet least understood, traditions.",,,,,,,,,,1,2015-08-22,Scribner,2010-09-07,304,,1416562354,9781416562351
"Sharon R. Krause",Sharon,Krause,"Civil Passions: Moral Sentiment and Democratic Deliberation","Must we put passions aside when we deliberate about justice? Can we do so? The dominant views of deliberation rightly emphasize the importance of impartiality as a cornerstone of fair decision making, but they wrongly assume that impartiality means being disengaged and passionless. In Civil Passions, Sharon Krause argues that moral and political deliberation must incorporate passions, even as she insists on the value of impartiality. Drawing on resources ranging from Hume's theory of moral sentiment to recent findings in neuroscience, Civil Passions breaks new ground by providing a systematic account of how passions can generate an impartial standpoint that yields binding and compelling conclusions in politics. Krause shows that the path to genuinely impartial justice in the public sphere--and ultimately to social change and political reform--runs through moral sentiment properly construed. This new account of affective but impartial judgment calls for a politics of liberal rights and democratic contestation, and it requires us to reconceive the meaning of public reason, the nature of sound deliberation, and the authority of law. By illuminating how impartiality feels, Civil Passions offers not only a truer account of how we deliberate about justice, but one that promises to engage citizens more effectively in acting for justice.",,,,,,,,,,1,2015-08-22,"Princeton University Press",2008-08-31,280,,0691137250,9780691137254
,,,"Sagas of Icelanders: (Penguin Classics Deluxe Edition), The","A unique body of medieval literature, the Sagas rank with the world's greatest literary treasures--as epic as Homer, as deep in tragedy as Sophocles, as engagingly human as Shakespeare. Set around the turn of the last millennium, these stories depict with an astonishingly modern realism the lives and deeds of the Norse men and women who first settled Iceland and of their descendants, who ventured further west--to Greenland and, ultimately, the coast of North America itself.   The 10 Sagas and seven shorter tales in this volume include the celebrated ""Vinland Sagas,"" which recount Leif Eiriksson's pioneering voyage to the New World and contain the oldest descriptions of the North American continent.   ",,,,,,,,,,1,2015-08-22,"Penguin Books",2001-03-01,848,,0141000031,9780141000039
"Stefan Zweig",Stefan,Zweig,"Struggle with the Daemon: Holderlin, Kleist, and Nietzsche, The","The Struggle with the Daemon is a brilliant analysis of the European psyche by the great novelist and biographer Stefan Zweig. Zweig studies three giants of German literature and thought: Friedrich Hölderlin, Heinrich von Kleist, and Friedrich Nietzsche—powerful minds whose ideas were at odds with the scientific positivism of their age; troubled spirits whose intoxicating passions drove them mad but inspired them to great works.Born in Vienna in 1881, Stefan Zweig travelled widely, living in Salzburg, Austria, between the wars. He enjoyed worldwide literary fame, first as a poet and translator, then as a biographer.",,,,,,,,,,1,2015-08-22,"Pushkin Press",2012-09-18,260,,1906548862,9781906548865
"Peter Winch",Peter,Winch,"Idea of a Social Science and Its Relation to Philosophy (Routledge Classics), The","In the fiftieth anniversary of this book’s first release, Winch’s argument remains as crucial as ever. Originally published in 1958, The Idea of a Social Science and Its Relation to Philosophy was a landmark exploration of the social sciences, written at a time when that field was still young and had not yet joined the Humanities and the Natural Sciences as the third great domain of the Academy.   A passionate defender of the importance of philosophy to a full understanding of 'society' against those who would deem it an irrelevant 'ivory towers' pursuit, Winch draws from the works of such thinkers as Ludwig Wittgenstein, J.S. Mill and Max Weber to make his case. In so doing he addresses the possibility and practice of a comprehensive 'science of society'. ",,,,Completed,,,,,,1,2015-08-22,Routledge,2007-10-30,192,,0415423589,9780415423588
"Jonathan I. Israel",Jonathan,Israel,"Radical Enlightenment: Philosophy and the Making of Modernity 1650-1750","In the wake of the Scientific Revolution, the late seventeenth and eighteenth centuries saw the complete demolition of traditional structures of authority, scientific thought, and belief by the new philosophy and the philosophes, including Voltaire, Diderot, and Rousseau. The Radical Enlightenment played a part in this revolutionary process, which effectively overthrew all justification for monarchy, aristocracy, and ecclesiastical power, as well as man's dominance over woman, theological dominance of education, and slavery. Despite the present day interest in the revolutions of the eighteenth century, the origins and rise of the Radical Enlightenment have received limited scholarly attention. The greatest obstacle to the movement finding its proper place in modern historical writing is its international scope: the Racial Enlightenment was not French, British, German, Italian, Jewish or Dutch, but all of these at the same time. In this wide-ranging volume, Jonathan Israel offers a novel interpretation of the Radical Enlightenment down to La Mettie and Diderot, two of its key exponents. Particular emphasis is placed on the pivotal role of Spinoza and the widespread underground international philosophical movement known before 1750 as Spinozism.",,,,,,,,,,1,2015-08-22,"Oxford University Press",2001-03-29,848,,0198206089,9780198206088
"Carl F. Craver",Carl,Craver,"Explaining the Brain: Mechanisms and the Mosaic Unity of Neuroscience","What distinguishes good explanations in neuroscience from bad? Carl F. Craver constructs and defends standards for evaluating neuroscientific explanations that are grounded in a systematic view of what neuroscientific explanations are: descriptions of multilevel mechanisms. In developing this approach, he draws on a wide range of examples in the history of neuroscience (e.g. Hodgkin and Huxleys model of the action potential and LTP as a putative explanation for different kinds of memory), as well as recent philosophical work on the nature of scientific explanation. Readers in neuroscience, psychology, the philosophy of mind, and the philosophy of science will find much to provoke and stimulate them in this book.",,,,,,,,,,1,2015-08-22,"Clarendon Press",2007-08-02,272,,0199299315,9780199299317
"Saul Bellow",Saul,Bellow,"Adventures of Augie March (50th Anniv. Edition), The","Among the names in the papers in 1953-from Khrushchev to Charlie Chaplin, from Dwight Eisenhower to the newly crowned Queen Elizabeth-was Saul Bellow's, whose The Adventures of Augie March attracted enormous attention for its fresh, bold, exhilarating voice and thrust Saul Bellow into the international literary limelight.   Now, on the fiftieth anniversary of the book's publication, Viking is reissuing Bellow's landmark novel in a beautiful new hardcover edition, with an introduction by Christopher Hitchens. The Adventures of Augie March set the stage for Bellow's Nobel Prize Award in 1976 and established him as a crucial voice that demanded to be heard. Fifty years later, it remains the best loved of Bellow's works as new readers discover this vital, truly American masterpiece.",,,,Completed,,,,,,1,2015-08-22,"Viking Adult",2003-09-15,608,,0670032425,9780670032426
