authors,first_name,last_name,title,description,rating,review_date,review,status,began_date,completed_date,tags,notes,groups,copies,created,publisher,publish_date,pages,price,isbn10,isbn13
"George B. Dyson,B Dyson",George,Dyson,"Darwin Among The Machines","Darwin Among the Machines tells the story of humankind’s journey into the digital wilderness. Introducing a cast of familiar and not-so-familiar characters, historian of science George B. Dyson traces the course of the information revolution, illuminating the lives and work of visionaries—from Thomas Hobbes to John von Neumann—who foresaw the development of artificial intelligence, artificial life, and artificial mind. This profound and elegant book derives both its title and its outlook from Samuel Butler’s 1863 essay, “Darwin Among the Machines.” Observing the beginnings of miniaturization, self-reproduction, and telecommunication among machines, Butler predicted that nature’s intelligence, only temporarily subservient to technology, would resurface to claim our creations as her own. Updating Butler’s arguments, Dyson distills the historical record to chronicle the origins of digital telecommunications and the evolution of digital computers, beginning long before the time of Darwin and exploring the limits of Darwinian evolution to suggest what lies beyond. Weaving a cohesive narrative of his brilliant predecessors, Dyson constructs a straightforward, convincing, and occasionally frightening view of the evolution of mind in the global network, on a level transcending our own. Dyson concludes that we are in the midst of an experiment that echoes the prehistory of human intelligence and the origins of life. Just as the exchange of coded molecular instructions brought life as we know it to the early earth’s primordial soup, and as language and mind combined to form the culture in which we live, so, in the digital universe, are computer programs and worldwide networks combining to produce an evolutionary theater in which the distinctions between nature and technology are increasingly obscured. Nature, argues Dyson, is on the side of the machines.",,,,Completed,2020-08-30,2020-09-10,,,,1,2020-08-24,"Basic Books",2012-09-04,304,,0465046975,9780465046973
"Ajay Agrawal,Joshua Gans,Avi Goldfarb",Ajay,Agrawal,"Prediction Machines","""What does AI mean for your business? Read this book to find out."" -- Hal Varian, Chief Economist, Google Artificial intelligence does the seemingly impossible, magically bringing machines to life--driving cars, trading stocks, and teaching children. But facing the sea change that AI will bring can be paralyzing. How should companies set strategies, governments design policies, and people plan their lives for a world so different from what we know? In the face of such uncertainty, many analysts either cower in fear or predict an impossibly sunny future. But in Prediction Machines, three eminent economists recast the rise of AI as a drop in the cost of prediction. With this single, masterful stroke, they lift the curtain on the AI-is-magic hype and show how basic tools from economics provide clarity about the AI revolution and a basis for action by CEOs, managers, policy makers, investors, and entrepreneurs. When AI is framed as cheap prediction, its extraordinary potential becomes clear: Prediction is at the heart of making decisions under uncertainty. Our businesses and personal lives are riddled with such decisions. Prediction tools increase productivity--operating machines, handling documents, communicating with customers. Uncertainty constrains strategy. Better prediction creates opportunities for new business structures and strategies to compete. Penetrating, fun, and always insightful and practical, Prediction Machines follows its inescapable logic to explain how to navigate the changes on the horizon. The impact of AI will be profound, but the economic framework for understanding it is surprisingly simple.",,,,Completed,2020-09-11,2020-09-12,,,,1,2020-08-25,"Harvard Business Press",2018-04-17,256,,1633695689,9781633695689
"Michael Kanaan",Michael,Kanaan,"T-Minus AI","Late in 2017, the global significance of the conversation about artificial intelligence (AI) changed forever. China put the world on alert when it released a plan to dominate all aspects of AI across the planet. Only weeks later, Vladimir Putin raised a Russian red flag in response by declaring AI the future for all humankind, and proclaiming that, ""Whoever becomes the leader in this sphere will become the ruler of the world."" The race was on. Consistent with their unique national agendas, countries throughout the world began plotting their paths and hurrying their pace. Now, not long after, the race has become a sprint. Despite everything at stake, to most of us AI remains shrouded by a cloud of mystery and misunderstanding. Hidden behind complicated and technical jargon and confused by fantastical depictions of science fiction, the modern realities of AI and its profound implications are hard to decipher, but crucial to recognize. In T-Minus AI: Humanity's Countdown to Artificial Intelligence and the New Pursuit of Global Power, author Michael Kanaan explains AI from a human-oriented perspective we can all finally understand. A recognized national expert and the U.S. Air Force's first Chairperson for Artificial Intelligence, Kanaan weaves a compelling new view on our history of innovation and technology to masterfully explain what each of us should know about modern computing, AI, and machine learning. Kanaan also dives into the global implications of AI by illuminating the cultural and national vulnerabilities already exposed and the pressing issues now squarely on the table. AI has already become China's all-purpose tool to impose its authoritarian influence around the world. Russia, playing catch up, is weaponizing AI through its military systems and now infamous, aggressive efforts to disrupt democracy by whatever disinformation means possible. America and like-minded nations are awakening to these new realities--and the paths they're electing to follow echo loudly the political foundations and, in most cases, the moral imperatives upon which they were formed. As we march toward a future far different than ever imagined, T-Minus AI is fascinating and crucially well-timed. It leaves the fiction behind, paints the alarming implications of AI for what they actually are, and calls for unified action to protect fundamental human rights and dignities for all.",,,,Completed,2020-10-29,2020-11-04,,,,1,2020-08-25,"BenBella Books",2020-08-25,270,,1948836947,9781948836944
"Max Tegmark",Max,Tegmark,"Life 3.0: Being Human in the Age of Artificial Intelligence","How will Artificial Intelligence affect crime, war, justice, jobs, society and our very sense of being human? The rise of AI has the potential to transform our future more than any other technology—and there’s nobody better qualified or situated to explore that future than Max Tegmark, an MIT professor who’s helped mainstream research on how to keep AI beneficial.   How can we grow our prosperity through automation without leaving people lacking income or purpose? What career advice should we give today’s kids? How can we make future AI systems more robust, so that they do what we want without crashing, malfunctioning or getting hacked? Should we fear an arms race in lethal autonomous weapons? Will machines eventually outsmart us at all tasks, replacing humans on the job market and perhaps altogether? Will AI help life flourish like never before or give us more power than we can handle?   What sort of future do you want? This book empowers you to join what may be the most important conversation of our time. It doesn’t shy away from the full range of viewpoints or from the most controversial issues—from superintelligence to meaning, consciousness and the ultimate physical limits on life in the cosmos.",,,,,,,,,,1,2020-08-27,Knopf,2017-08-29,384,,1101946598,9781101946596
"Shannon Vallor",Shannon,Vallor,"Technology and the Virtues","The 21st century offers a dizzying array of new technological developments: robots smart enough to take white collar jobs, social media tools that manage our most important relationships, ordinary objects that track, record, analyze and share every detail of our daily lives, and biomedical techniques with the potential to transform and enhance human minds and bodies to an unprecedented degree. Emerging technologies are reshaping our habits, practices, institutions, cultures and environments in increasingly rapid, complex and unpredictable ways that create profound risks and opportunities for human flourishing on a global scale. How can our future be protected in such challenging and uncertain conditions? How can we possibly improve the chances that the human family will not only live, but live well, into the 21st century and beyond? This book locates a key to that future in the distant past: specifically, in the philosophical traditions of virtue ethics developed by classical thinkers from Aristotle and Confucius to the Buddha. Each developed a way of seeking the good life that equips human beings with the moral and intellectual character to flourish even in the most unpredictable, complex and unstable situations--precisely where we find ourselves today. Through an examination of the many risks and opportunities presented by rapidly changing technosocial conditions, Vallor makes the case that if we are to have any real hope of securing a future worth wanting, then we will need more than just better technologies. We will also need better humans. Technology and the Virtues develops a practical framework for seeking that goal by means of the deliberate cultivation of technomoral virtues: specific skills and strengths of character, adapted to the unique challenges of 21st century life, that offer the human family our best chance of learning to live wisely and well with emerging technologies.",,,,Completed,2020-10-11,2020-10-23,,,,1,2020-08-29,"Oxford University Press",2016-08-02,368,,0190498528,9780190498528
"Jill Lepore",Jill,Lepore,"If Then","The Simulmatics Corporation, launched during the Cold War, mined data, targeted voters, manipulated consumers, destabilized politics, and disordered knowledge--decades before Facebook, Google, and Cambridge Analytica. Jill Lepore, best-selling author of These Truths, came across the company's papers in MIT's archives and set out to tell this forgotten history, the long-lost backstory to the methods, and the arrogance, of Silicon Valley.Founded in 1959 by some of the nation's leading social scientists--""the best and the brightest, fatally brilliant, Icaruses with wings of feathers and wax, flying to the sun""--Simulmatics proposed to predict and manipulate the future by way of the computer simulation of human behavior. In summers, with their wives and children in tow, the company's scientists met on the beach in Long Island under a geodesic, honeycombed dome, where they built a ""People Machine"" that aimed to model everything from buying a dishwasher to counterinsurgency to casting a vote. Deploying their ""People Machine"" from New York, Washington, Cambridge, and even Saigon, Simulmatics' clients included the John F. Kennedy presidential campaign, the New York Times, the Department of Defense, and dozens of major manufacturers: Simulmatics had a hand in everything from political races to the Vietnam War to the Johnson administration's ill-fated attempt to predict race riots. The company's collapse was almost as rapid as its ascent, a collapse that involved failed marriages, a suspicious death, and bankruptcy. Exposed for false claims, and even accused of war crimes, it closed its doors in 1970 and all but vanished. Until Lepore came across the records of its remains.The scientists of Simulmatics believed they had invented ""the A-bomb of the social sciences."" They did not predict that it would take decades to detonate, like a long-buried grenade. But, in the early years of the twenty-first century, that bomb did detonate, creating a world in which corporations collect data and model behavior and target messages about the most ordinary of decisions, leaving people all over the world, long before the global pandemic, crushed by feelings of helplessness. This history has a past; If Then is its cautionary tale.",,,,,,,,,,1,2020-09-14,"Liveright Publishing Corporation",2020-09-15,432,,1631496115,9781631496110
"Elizabeth F. Cohen",Elizabeth,Cohen,Illegal,"A political scientist explains how the American immigration system ran off the rails -- and proposes a bold plan for reform Under the Trump administration, US immigration agencies terrorize the undocumented, target people who are here legally, and even threaten the constitutional rights of American citizens. How did we get to this point? In Illegal, Elizabeth F. Cohen reveals that our current crisis has roots in early twentieth century white nationalist politics, which began to reemerge in the 1980s. Since then, ICE and CBP have acquired bigger budgets and more power than any other law enforcement agency. Now, Trump has unleashed them. If we want to reverse the rising tide of abuse, Cohen argues that we must act quickly to rein in the powers of the current immigration regime and revive saner approaches based on existing law. Going beyond the headlines, Illegal makes clear that if we don't act now all of us, citizen and not, are at risk.",,,,Completed,2020-10-04,2020-10-07,,,,1,2020-10-02,"Basic Books",2020-01-28,256,,154169984X,9781541699847
"Thomas M. Siebel",Thomas,Siebel,"Digital Transformation","From visionary Silicon Valley entrepreneur Tom Siebel comes a penetrating examination of the new technologies that are disrupting business and government--and how organizations can harness them to transform into digital enterprises.  The confluence of four technologies--elastic cloud computing, big data, artificial intelligence, and the internet of things --writes Siebel, is fundamentally changing how business and government will operate in the 21st century.   Siebel masterfully guides readers through a fascinating discussion of the game-changing technologies driving digital transformation and provides a roadmap to seize them as a strategic opportunity. He shows how leading enterprises such as Enel, 3M, Royal Dutch Shell, the U.S. Department of Defense, and others are applying AI and IoT with stunning results. Digital Transformation is the guidebook every business and government leader needs to survive and thrive in the new digital age.",,,,Completed,2020-10-24,2020-10-28,,,,1,2020-10-21,RosettaBooks,2019-07-09,256,,1948122480,9781948122481
"Eugene Vodolazkin",Eugene,Vodolazkin,"Solovyov and Larionov","Can we ever really understand the present without first understanding the past? From the winner of the 2019 Aleksandr Solzhenitsyn Prize, and the author of the multi-award winning Laurus, comes a sweeping novel that takes readers on a fascinating journey through one of the most momentous periods in Russian history. What really happened to General Larionov of the Imperial Russian Army, who somehow avoided execution by the Bolsheviks? He lived out his long life in Yalta leaving behind a vast heritage of undiscovered memoirs. In modern day Russia, a young student is determined to find out the truth. Solovyov and Larionov is a ground-breaking and gripping literary detective novel from one of Russia's greatest contemporary writers.",,,,Completed,2020-11-05,2020-11-14,,,,1,2020-11-06,"Simon and Schuster",2018-11-01,416,,1786070367,9781786070364
"Will Durant,Ariel Durant",Will,Durant,"Lessons of History, The","In this illuminating and thoughtful book, Will and Ariel Durant have succeeded in distilling for the reader the accumulated store of knowledge and experience from their four decades of work on the ten monumental volumes of The Story of Civilization. The result is a survey of human history, full of dazzling insights into the nature of human experience, the evolution of civilization, the culture of man. With the completion of their life's work they look back and ask what history has to say about the nature, the conduct and the prospects of man, seeking in the great lives, the great ideas, the great events of the past for the meaning of man's long journey through war, conquest and creation -- and for the great themes that can help us to understand our own era. To the Durants, history is ""not merely a warning reminder of man's follies and crimes, but also an encouraging remembrance of generative souls...a spacious country of the mind, wherein a thousand saints, statesmen, inventors, scientists, poets, artists, musicians, lovers, and philosophers still live and speak, teach and carve and sing...."" Designed to accompany the ten-volume set of The Story of Civilization, The Lessons of History is, in its own right, a profound and original work of history and philosophy.",,,,,,,,,,1,2020-11-22,"Simon and Schuster",2012-08-21,128,,1439170193,9781439170199
"Matthew Longo",Matthew,Longo,"Politics of Borders, The","Borders sit at the center of global politics. Yet they are too often understood as thin lines, as they appear on maps, rather than as political institutions in their own right. This book takes a detailed look at the evolution of border security in the United States after 9/11. Far from the walls and fences that dominate the news, it reveals borders to be thick, multi-faceted and binational institutions that have evolved greatly in recent decades. The book contributes to debates within political science on sovereignty, citizenship, cosmopolitanism, human rights and global justice. In particular, the new politics of borders reveal a sovereignty that is not waning, but changing, expanding beyond the state carapace and engaging certain logics of empire.",,,,Completed,2020-11-23,2021-01-07,,,,1,2020-11-23,"Cambridge University Press",2017-12-07,,,1316774287,9781316774281
"G. Pascal Zachary",G.,Zachary,"Endless Frontier","A prodigiously researched biography of Vannevar Bush, one of America’s most awe-inspiring polymaths and the secret force behind the biggest technological breakthroughs of the twentieth century. As the inventor and public entrepreneur who launched the Manhattan Project, helped to create the military-industrial complex, conceived a permanent system of government support for science and engineering, and anticipated both the personal computer and the Internet, Vannevar Bush is the twentieth century’s Ben Franklin. In this engaging look at one of America’s most awe-inspiring polymaths, writer G. Pascal Zachary brings to life an American original—a man of his time, ours, and beyond. Zachary details how Bush cofounded Raytheon and helped build one of the most powerful early computers in the world at MIT. During World War II, he served as Roosevelt’s adviser and chief contact on all matters of military technology, including the atomic bomb. He launched the Manhattan Project and oversaw a collection of 6,000 civilian scientists who designed scores of new weapons. After the war, his attention turned to the future. He wrote essays that anticipated the rise of the Internet and boldly equated national security with research strength, outlining a system of permanent federal funding for university research that endures to this day. However, Bush’s hopeful vision of science and technology was leavened by an understanding of the darker possibilities. While cheering after witnessing the Trinity atomic test, he warned against the perils of a nuclear arms race. He led a secret appeal to convince President Truman not to test the Hydrogen Bomb and campaigned against the Red Scare. Elegantly and expertly relayed by Zachary, Vannevar’s story is a grand tour of the digital leviathan we know as the modern American life.",,,,,,,,,,1,2020-12-03,"Simon and Schuster",2018-01-30,528,,1501196464,9781501196461
"Jon R. Lindsay",Jon,Lindsay,"Information Technology and Military Power","Militaries with state-of-the-art information technology sometimes bog down in confusing conflicts. To understand why, it is important to understand the micro-foundations of military power in the information age, and this is exactly what Jon R. Lindsay's Information Technology and Military Power gives us. As Lindsay shows, digital systems now mediate almost every effort to gather, store, display, analyze, and communicate information in military organizations. He highlights how personnel now struggle with their own information systems as much as with the enemy. Throughout this foray into networked technology in military operations, we see how information practice—the ways in which practitioners use technology in actual operations—shapes the effectiveness of military performance. The quality of information practice depends on the interaction between strategic problems and organizational solutions. Information Technology and Military Power explores information practice through a series of detailed historical cases and ethnographic studies of military organizations at war. Lindsay explains why the US military, despite all its technological advantages, has struggled for so long in unconventional conflicts against weaker adversaries. This same perspective suggests that the US retains important advantages against advanced competitors like China that are less prepared to cope with the complexity of information systems in wartime. Lindsay argues convincingly that a better understanding of how personnel actually use technology can inform the design of command and control, improve the net assessment of military power, and promote reforms to improve military performance. Warfighting problems and technical solutions keep on changing, but information practice is always stuck in between.",,,,,,,,,,1,2020-12-03,"Cornell University Press",2020-07-15,304,,1501749587,9781501749582
"James Clear",James,Clear,"Atomic Habits","The instant New York Times bestseller Tiny Changes, Remarkable Results No matter your goals, Atomic Habits offers a proven framework for improving--every day. James Clear, one of the world's leading experts on habit formation, reveals practical strategies that will teach you exactly how to form good habits, break bad ones, and master the tiny behaviors that lead to remarkable results. If you're having trouble changing your habits, the problem isn't you. The problem is your system. Bad habits repeat themselves again and again not because you don't want to change, but because you have the wrong system for change. You do not rise to the level of your goals. You fall to the level of your systems. Here, you'll get a proven system that can take you to new heights. Clear is known for his ability to distill complex topics into simple behaviors that can be easily applied to daily life and work. Here, he draws on the most proven ideas from biology, psychology, and neuroscience to create an easy-to-understand guide for making good habits inevitable and bad habits impossible. Along the way, readers will be inspired and entertained with true stories from Olympic gold medalists, award-winning artists, business leaders, life-saving physicians, and star comedians who have used the science of small habits to master their craft and vault to the top of their field. Learn how to: * make time for new habits (even when life gets crazy); * overcome a lack of motivation and willpower; * design your environment to make success easier; * get back on track when you fall off course; ...and much more. Atomic Habits will reshape the way you think about progress and success, and give you the tools and strategies you need to transform your habits--whether you are a team looking to win a championship, an organization hoping to redefine an industry, or simply an individual who wishes to quit smoking, lose weight, reduce stress, or achieve any other goal.",,,,"In progress",2021-01-08,,,,,1,2020-12-28,Penguin,2018-10-16,320,,0735211302,9780735211308
